COMPOUND,HMDB ID,KEGG ID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320
Malondialdehyde,HMDB06112,C19440,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Glycolic acid,HMDB00115,C00160,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Pyruvate,HMDB00243,C00022,179330,287859,340188,211592,465221,696741,414737,230855,250272,442861,356570,226480,119910,211748,276922,387164,231067,351271,194921,317096,823732,342143,128708,196806,154386,128865,452847,237877,263270,213159,458283,211669,188738,219159,432180,661488,253590,196490,192318,450768,228315,885860,187300,438861,159466,226958,592307,105086,243510,238243,139859,404571,623713,400865,362076,176243,154740,159353,232966,463082,192305,213291,431922,179836,201926,767969,204544,507064,465183,137349,325759,271480,271479,573969,488556,249349,121609,256631,97677,116576,168292,143737,171027,132514,277355,141659,304224,293974,260696,271501,452784,262089,387917,136654,121228,111039,417280,144438,182631,567801,163076,312961,95209,352114,529311,315985,244787,968486,786032,120668,164258,306651,291565,144493,241610,136891,178926,273071,740857,144189,160984,308483,373098,315033,226279,286921,114558,186278,210567,180059,120538,104945,186302,371010,513143,584502,410681,385699,373446,677127,476156,157392,471204,4857334,499377,398771,120978,210934,197655,394625,298342,244239,129664,274677,170377,233547,172149,365603,227375,142400,147716,256830,440467,361190,160432,493356,576754,343579,315888,316696,167069,163582,346584,308340,156713,409377,216549,163578,338845,325447,182756,248996,92432,134147,351004,180886,229800,192317,123614,209106,192032,201385,737723,138255,384821,1220377,733891,225878,369023,788742,345036,184219,92781,856336,72373,415727,128961,138710,191090,388207,297706,536529,284308,547151,280513,494147,151801,395246,465503,102871,249001,319933,444257,159045,479006,432333,382643,303618,282537,328805,272946,209688,271227,509416,123500,1012173,321957,180800,460253,292634,381560,1160828,444150,162072,355289,171012,306758,231132,366621,541617,178879,144948,222588,413759,242203,120261,159324,221464,111399,551689,120902,290196,370418,96648,372214,410823,178789,349846,314672,240444,441701,76182,148595,126261,143642,239448,143760,218458,564017,177493,215202,346944,463148,944390,181387,116294,275130,256202,470082,376436,544525,244851,236884,654994,438561,111178,410245,281902,110609,174753,347359,4241122,147004,184152,180616,852710,343275,287883,1170124,267639,237955,427023,179658,77067,906034,120996,248328,376731,488415,233566
Lactate,HMDB00190,C00186,47749360,86094783,67534522,55219665,151010920,215011207,48822231,52964196,47013631,82030615,60171733,46730969,37838405,36675326,57612801,111494596,65454005,53018870,46370411,59785105,90791411,104886670,63153233,52862634,42522242,40278130,82798226,85313326,56215010,126477113,176706138,62249241,62030008,67656417,54631013,102731191,32578666,51520948,58454211,215087343,74454689,229461593,46737540,134536920,39681606,47844868,118290403,34319224,48985412,39925955,49935624,62264947,90353369,215715191,135045142,89539066,26692116,55450509,38728156,69585596,29038526,43920310,61158131,63763494,37820847,85648680,56840612,89460135,78980537,34549578,118195456,88350366,73609450,91740302,79561283,65530909,50724860,48214048,34496971,46158295,45550770,35492358,76058321,39188706,60685706,44500265,74002564,131692589,72111813,71869448,50208987,63340615,144543754,53286099,46830306,49618263,109738490,45779000,64580597,74315139,34081555,53078897,41083485,86333635,208506998,61995342,76763968,224713136,184906059,39865910,32857421,39850263,64770337,32818971,49014230,42973580,40669565,66102097,113484211,38651979,47745660,94845168,72759204,80051491,49120073,196114017,31370176,62524331,68729821,61833540,38676092,48240973,51710786,291628268,81701351,248764950,93981353,68610885,90072514,221775676,77512239,55491432,212874186,211868859,184186340,91665550,43180227,56405343,54508705,209583767,64547509,103469649,43933904,74829838,51183852,75570254,43996362,72622210,54708383,19960122,21857001,44854834,124821505,74739284,38359580,79977462,118897207,82021944,68678175,72335813,53635475,38220303,84589180,53448258,52569856,74337899,52935153,58978408,68567855,74308574,46229953,58975823,45073009,47652320,48783490,70964921,36707333,100170788,27367310,70608918,45850536,52352670,61136567,46093668,77143121,235888071,179623964,67977856,233766386,132478179,50921775,100790754,34833562,238080428,23175909,85687147,48339311,56048291,47088585,67001044,48095689,69834683,85203363,134296671,86787424,86752185,64123449,66061778,209076112,27273938,37840652,82339662,86827633,33889342,88656828,79832145,82783200,74580302,67276369,47546118,78228369,55613871,60962142,68811309,35814518,341412699,56073831,26008494,61534903,172157698,69799514,216899313,90993208,78400962,126797426,53873889,74879149,60009558,58360588,117174276,53954167,54604198,71401435,66765190,34606373,51091089,31927046,65532965,48087320,151249254,29441423,75525401,141227117,32452734,55216307,67566067,40524386,140848396,96968326,38899344,69255078,28078928,39475903,32253053,47340717,43524202,37004441,34192139,94776280,50945625,73719631,23812092,17540477,123150568,51948512,22472972,102474159,51327643,77995122,57436220,110423193,47881801,41564156,44666416,104161095,65170331,65754876,48962272,45391992,28319071,127725532,225683322,86055783,54616172,78234133,118336300,89505544,57814214,95162382,61843539,19013077,26598286,34366180,35132142,102555318,51535564,115783344,47730128,31183163,45831233
Glyceraldehyde,HMDB01051,C00577,1632525,1618034,1766951,1624502,1316146,N/A,1588290,1564576,1720164,2180155,1486956,1547224,1756851,1781001,1541891,1087864,1531254,1694144,1659573,1519677,1736845,1683295,1542731,1698758,1104852,1852061,1687855,1462884,1656872,940794,361771,1390911,1692777,1755488,1947909,1678457,1653395,1725348,1671625,N/A,1522695,N/A,1725198,1328384,1816381,1841486,1681961,1952579,1591322,1579181,1633386,1800329,1663731,N/A,1226986,1447887,1469645,1701073,1466332,1738845,1684042,1357441,1644414,1703550,1187542,1921792,1768559,1667489,1565497,1810277,997258,1764306,1723376,1601538,1632165,1530036,1690379,1907962,1539029,1842254,1838372,1663518,1651442,1731458,1664282,1687964,1772987,1388663,2055915,1590369,1868425,1558934,974195,1553708,1774822,1553482,1515912,1505419,1616554,1388822,1494569,1635256,1344338,1567282,406656,1580561,1512352,N/A,1502382,1688414,1538661,1563154,1496037,1549325,1575068,2037016,1514823,1741043,1689507,1514006,1457219,1314474,1566684,1401973,1879958,372375,1597265,1672980,1920837,1672395,1499307,1539424,1856955,N/A,1657886,N/A,1384358,1810508,1707625,234823,1537085,1393086,N/A,N/A,504347,1447559,1604047,1539303,1234218,N/A,1871283,1352464,1602132,1651515,1600661,1491172,1512703,1728082,1510970,1389070,1455251,1742297,1422389,1790115,1608119,1574005,1459005,1560792,1835776,1760352,1622237,1575864,1575758,1520908,1567370,1502964,1617290,1476597,1471692,1530615,1356588,1449564,1583685,1588727,1819670,1513264,1776458,1134095,1608719,1166953,1288520,1415821,1646351,1695631,1732502,N/A,1219354,1788277,N/A,1887513,1653228,1393096,1622976,N/A,1584158,1420785,1683860,1494776,1721844,1830913,1465732,1780094,1651447,1332799,1589735,1550506,1531307,1599885,703659,1420714,1517170,1424611,1619312,1609364,1686395,1872253,1694700,1714268,1569667,1573668,1508311,1467253,1509976,1386202,1536640,71294,1557626,1632650,1505641,708571,1158752,319654,1750313,1523013,1351041,1722258,1673162,1635779,1681773,1630143,1525003,1444738,1465186,1589142,1723940,1755770,1632984,1749537,1359459,1213611,1083688,1207444,1370230,1385692,1351024,1173631,1558036,1072131,1124986,1296430,1520344,1485622,1326737,1592167,1395608,1417709,1496309,1480331,1889792,1615449,1451295,1261618,1305999,1527876,1612980,1523087,1304574,1625812,1602805,1608889,1018320,1583972,1695122,1347156,1611050,1388439,1693312,1572432,1771508,1565171,1155763,N/A,1401301,1507682,1232156,967487,1392952,1481264,804469,1205898,1497680,1554005,1625895,1450007,1113786,1614575,1097886,1305024,1481560,2000457
3-Hydroxypropionic Acid,HMDB00700,C01013,24263,25848,N/A,N/A,N/A,N/A,N/A,68707,27489,26973,N/A,37213,N/A,N/A,N/A,N/A,25287,N/A,N/A,N/A,N/A,25869,271234,26734,N/A,40692,N/A,43251,N/A,34367,27707,N/A,N/A,N/A,N/A,26987,28729,N/A,N/A,N/A,35313,26744,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23872,33210,35341,N/A,22037,27586,N/A,N/A,44156,N/A,N/A,N/A,N/A,27499,69016,N/A,N/A,28695,22071,36688,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30661,N/A,46696,34173,N/A,N/A,31746,N/A,N/A,29239,N/A,25752,N/A,N/A,33021,31367,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30131,N/A,26024,26856,33970,N/A,36575,N/A,N/A,N/A,N/A,34281,N/A,N/A,N/A,N/A,30442,24310,N/A,N/A,N/A,N/A,N/A,N/A,34073,N/A,N/A,N/A,N/A,N/A,23013,N/A,N/A,32723,22146,30386,N/A,N/A,34286,30864,25372,N/A,18828,N/A,N/A,N/A,N/A,N/A,30535,N/A,26314,N/A,N/A,N/A,19395,N/A,N/A,28585,33889,64444,N/A,23112,N/A,36586,29209,N/A,N/A,N/A,N/A,N/A,N/A,22908,31566,77214,N/A,48976,N/A,N/A,25864,N/A,N/A,26542,29060,25751,N/A,N/A,24000,26907,32496,23626,26537,35992,42879,36009,22388,N/A,28353,54837,41787,35863,42532,28702,30745,22446,21690,31619,84247,19134,27981,31639,43783,36140,27877,38696,37071,21453,29618,28746,29057,N/A,34192,27924,70978,24586,52995,36189,44063,26488,40812,34875,30826,37883,27542,41769,40582,40118,36418,42553,46059,32953,40919,27772,38282,27049,24907,32029,23618,29786,N/A,N/A,27142,30145,25943,65732,27973,27372,30120,37923,26428,33641,N/A,30761,32734,33714,27821,N/A,37905,27866,26348,N/A,54079,30586,42955,27730,40701,87532,21006,22095,47731,N/A,N/A,27546,28092,62149,84494,37651,40382,42383,46152,30089,51524,63315,29509,88162,48034,32031,52061,201169,47165,26249,33328,54295,N/A,30724,48474,44788,42107,36203,N/A,43263,31037,30289,31976,33987,32692,190456,38106,45029,64869,44708
isoValeric Acid /3-Oxobutanoic Acid/4-Oxobutanoic Acid,HMDB00718/HMDB0001259,C08262/C00232/C00164,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2-Oxobutyrate,HMDB00005,C00109,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
gamma-Aminobutyrate,HMDB0000112,C00334,13086,15337,11486,13186,18733,28588,13952,17233,14731,11903,12039,8493,15007,8576,11324,30118,9377,9359,16481,16394,12476,17543,17162,13315,15595,12859,11502,16465,13628,18329,14487,11649,10228,14813,15696,12468,11223,15645,13739,26624,14929,29899,12647,32504,11695,15008,17814,8090,10845,10910,8681,14434,12100,26438,29198,13665,13152,13450,12110,16587,13168,15413,11990,14048,10439,13548,13814,8411,10244,12784,12964,23989,15798,12671,11002,10811,14648,8547,15404,12761,10102,13548,17938,13352,12189,14338,7805,18414,13563,10651,9635,12673,17103,16258,12910,13373,15814,12972,8866,16173,21372,13986,12417,9162,27024,19980,13923,26651,29995,12780,21305,13249,9277,10408,10516,26257,13358,11663,8796,12475,15499,16876,16372,18982,24243,27119,12760,20785,11114,17923,10893,19475,14397,22415,13834,31407,10739,13105,8963,59395,16808,12280,28266,83491,15912,13066,10972,14335,20793,26383,10257,20486,13169,18809,16416,13851,16483,7501,14238,9467,7240,11300,17593,12483,11492,15892,8273,15631,8380,15414,11976,13546,8761,10734,12061,13627,17349,10355,17185,10542,26409,14346,11701,11697,17749,18155,9655,18239,13153,19739,12470,20682,7581,11840,15106,20860,27393,15501,43389,17030,10064,27820,12664,35967,7485,12380,25329,8350,11881,5855,23454,9568,14983,16253,19548,18741,11873,21946,33995,20989,10814,16105,11406,19588,13242,14938,8100,10281,13517,10913,15126,11118,9746,9496,11512,35211,7275,13242,9314,32201,8888,18815,9807,13051,14337,15876,15768,7191,9013,16684,11408,15300,14682,22435,10062,11118,12780,9836,10202,21855,10036,11563,13260,11009,6528,11864,9731,12606,15234,9721,5139,12669,13848,18452,15125,9847,11419,11022,16561,11229,9844,3365,4638,10029,11695,14460,12096,15092,13738,21593,14338,11642,19006,2733,18540,2450,11095,8743,10637,9159,21773,48915,12955,15806,15269,4682,15309,11896,2668,9163,15702,2878,9153,11831,5541,10528,16583,9424,4095,13828
Malonic Acid,HMDB00691,C00383,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
